px(1, true)   py(1, true)   pz(1, true)   E(1, true)  px(2, true)   py(2, true)   pz(2, true)   E(2, true)   px(1)   py(1)   pz(1)   E(1)  px(2)   py(2)   pz(2)   E(2)
5.60648     27.766     -44.0676     52.6058     49.0578     72.5988     -822.445     827.113     -0.0166065     0.0358682     -0.0250961     0.0468201     -0.0103408     -0.0160309     0.060639     0.063569
-53.9149     -5.97205     93.1572     107.906     -10.1158     86.8392     102.053     134.467     -0.00430829     -0.0214965     2.24344     2.24355     -0.0153292     -0.00741222     162.696     162.696
-31.9934     119.003     450.364     466.943     -4.22637     -18.3867     137.847     139.215     -0.00280854     -0.0191756     0.0474366     0.0512428     -0.00305052     0.0107795     -0.590856     0.590962
-99.4048     -63.5473     -21.2134     119.969     -13.5032     24.0525     22.5445     35.9465     -0.0195134     -0.000116875     0.0846785     0.0868979     0.0182412     -0.000920344     -28.7571     28.7571
-34.0057     -18.4246     49.6629     63.1292     -38.0569     -77.9957     -35.758     93.9858     -0.00251587     -0.0517732     190.17     190.17     -0.0377688     0.0128068     0.0505485     0.0643867
-79.1002     91.3348     162.199     202.312     27.1991     8.51144     52.0823     59.5638     0.0197616     0.0255934     0.758084     0.758773     0.0218216     -0.000438893     5.85087     5.85091
2.52788     -48.5735     6.37271     49.2892     79.7102     -14.2559     105.008     132.69     0.0103716     0.00221873     -0.0627232     0.0636136     -0.00619651     -7.34566e-05     0.115083     0.11525
85.7822     100.719     -223.453     259.726     -11.3314     -11.6677     -61.6114     63.9026     0.019479     0.0158863     5.58475     5.58481     0.00934615     -0.0209335     -0.113861     0.116146
-76.702     72.6693     118.53     158.86     25.3729     19.8918     6.88829     33.316     -0.0411864     -0.0278107     29.1505     29.1509     0.000948973     -0.030912     0.000344968     0.0309285
-8.21246     -9.04819     -100.253     101.109     -36.4164     103.641     -123.655     165.473     0.0109801     0.0344499     -0.772484     0.77333     0.000706315     0.0236547     -0.304594     0.305512
6.50226     13.2601     20.5627     25.7677     -39.2022     86.1717     -106.537     142.602     0.00449027     -0.00484212     -0.00435646     0.00791122     0.00162433     -0.00414027     0.0252331     0.0256221
-21.3127     -95.5931     2.54355     98.0907     22.2858     -5.87184     -44.6361     50.4634     -0.0499985     -0.0605661     -0.322564     0.360132     0.0221785     -0.0584561     -0.0381501     0.15762
-38.7108     -130.005     -60.361     148.547     -2.0248     17.9249     -17.0206     25.2615     0.0182061     0.00159396     -1.31524     1.31536     -0.0111991     -0.00784443     -37.2904     37.2904
-29.2299     -4.42175     381.669     382.842     -43.8367     88.408     334.102     348.403     0.0233464     0.0152585     -3.61651     3.61662     0.0259924     -0.00306748     4.12726     4.12734
38.0302     -78.9535     915.468     919.665     31.2326     3.64902     81.0252     87.0455     -0.0251694     0.0250517     0.00975732     0.0368279     -0.0268568     -0.0052143     0.00351953     0.0275838
72.0727     24.6317     -155.267     173.009     23.1879     -60.351     -93.925     114.127     -0.0193739     0.00891775     169.022     169.022     0.0155844     -0.0108856     -214.86     214.86
-52.5992     9.58025     -122.2     133.47     12.119     95.5533     -181.028     205.114     0.0128286     0.022324     0.176807     0.178672     -0.0013443     0.00277281     0.228562     0.228583
39.8336     68.2111     -19.4937     81.5016     20.7172     16.053     -106.932     110.201     0.0346381     0.0396702     27.7897     27.7898     0.0219692     0.0122051     -0.229225     0.230598
-45.3697     9.11689     1143.77     1144.72     4.78055     97.4742     1211.97     1215.9     0.022947     -0.00272622     0.156303     0.158002     -0.00596544     -0.00515128     -0.578112     0.578166
36.4552     5.43654     -6.43454     37.7224     43.165     83.0864     133.209     162.894     0.00518372     -0.0154379     4.85526     4.85529     -0.00231351     0.00909145     -0.0304591     0.0318711
69.3817     -41.9814     127.346     151.05     47.2831     46.1137     46.0262     80.645     -0.0044886     0.0240173     1.39263     1.39982     0.015858     -0.0169361     -0.421307     0.434973
-122.404     -34.3751     -307.779     333.04     4.9817     7.79221     1.86532     10.5856     0.0120877     -0.0172719     0.116289     0.118184     0.00938789     0.0028868     0.0421576     0.0432866
-3.84918     -12.6588     32.4153     35.3391     -48.7838     -74.1706     -66.9579     111.299     0.0236867     0.00513022     -0.832903     0.833256     -0.0110418     -0.0142367     4.73549     4.73552
109.361     -37.2316     -7.67757     115.879     -13.7813     9.39449     -22.5007     28.4165     0.00964115     -0.0167075     -0.0175904     0.0261058     -0.000550833     0.00335798     -0.0286171     0.0288187
-24.6569     32.3978     -218.328     222.143     72.5659     65.9764     -230.995     250.998     0.0103351     -0.0201169     0.259631     0.260614     -0.00506234     0.0104818     0.00282308     0.0119777
60.9142     -100.272     22.7778     119.612     -14.1626     -0.203684     39.3097     42.0584     0.0200119     -0.00688384     -7.443     7.44303     -0.0037413     -0.0128953     -2.04513     2.04517
-2.52152     48.7579     -278.649     282.935     -56.5306     40.0089     -90.1983     113.821     0.0472315     -0.00128008     1.92788     1.92846     0.0217174     -0.0315973     -1.6394     1.63985
55.6942     -23.4194     63.259     87.6074     25.5298     -51.3313     291.984     297.597     0.00801827     0.0242276     -0.0783521     0.0824034     0.00648857     -0.0105948     -3.20453     3.20456
-55.3789     -5.1567     -390.559     394.529     -18.7273     -74.8352     -203.674     217.847     -0.0141516     -0.0253979     -0.42859     0.429575     0.0221901     0.0136147     0.0548721     0.0607347
